External Task ID,Activity Date,Owner External ID,Related Object Type,Related Object External ID,Task Type,Subject,Status,Outcome,Duration Minutes,Logged In System
TSK013198,2025-10-15,USR000008,Lead,LED004089,Internal Note,Internal Note - Replied,Completed,Replied,15,Gong
TSK009361,2026-01-20,USR000014,Contact,CON002551,Call,Call - Rescheduled,Completed,Rescheduled,30,Salesforce
TSK003522,2025-08-28,USR000021,Opportunity,OPP000029,Meeting,Meeting - No Show,Completed,No Show,15,HubSpot
TSK012099,2025-12-05,USR000017,Lead,LED002063,Call,Call - Connected,Completed,Connected,5,Manual
TSK003167,2026-06-01,USR000023,Contact,CON000092,Follow-up,Follow-up - No Response,Completed,No Response,5,Gong
TSK012726,2025-07-07,USR000003,Opportunity,OPP001082,Call,Call - Left Voicemail,Completed,Left Voicemail,10,Gong
TSK006208,2026-06-14,USR000002,Lead,LED003436,Meeting,Meeting - Completed,Completed,Completed,10,Manual
TSK007074,2025-12-10,USR000019,Lead,LED004102,Call,Call - Completed,Completed,Completed,5,Gong
TSK006637,2025-11-21,USR000009,Contact,CON000201,Email,Email - Clicked,Completed,Clicked,60,Manual
TSK007189,2025-08-31,USR000018,Lead,LED001382,Call,Call - Completed,Completed,Completed,20,Gong
TSK004080,2025-04-06,USR000015,Contact,CON003027,Call,Call - Left Voicemail,Completed,Left Voicemail,20,Outreach
TSK003370,2025-06-21,USR000015,Lead,LED000099,Meeting,Meeting - Left Voicemail,Completed,Left Voicemail,5,HubSpot
TSK003199,2026-01-26,USR000009,Contact,CON002002,LinkedIn Touch,LinkedIn Touch - Replied,Completed,Replied,20,Outreach
TSK007517,2026-01-29,USR000017,Lead,LED002006,Email,Email - Sent,Completed,Sent,60,Outreach
TSK008663,2025-09-26,USR000005,Opportunity,OPP000007,Call,Call - Rescheduled,Completed,Rescheduled,10,Outreach
TSK002057,2025-04-05,USR000020,Opportunity,OPP000832,LinkedIn Touch,LinkedIn Touch - Completed,Completed,Completed,15,HubSpot
TSK004642,2026-05-27,USR000020,Lead,LED000429,Follow-up,Follow-up - Replied,Completed,Replied,10,Outreach
TSK010126,2026-04-27,USR000026,Opportunity,OPP001122,Follow-up,Follow-up - Replied,Completed,Replied,30,Outreach
TSK007718,2025-02-28,USR000022,Lead,LED000230,Email,Email - Sent,Completed,Sent,5,HubSpot
TSK010987,2025-06-15,USR000013,Lead,LED002411,LinkedIn Touch,LinkedIn Touch - Replied,Completed,Replied,5,Manual
TSK000694,2026-06-07,USR000022,Opportunity,OPP000205,Meeting,Meeting - Connected,Completed,Connected,45,Salesforce
TSK010055,2026-03-23,USR000009,Contact,CON002855,Email,Email - Opened,Completed,Opened,45,Outreach
TSK004398,2025-11-29,USR000001,Lead,LED000193,Internal Note,Internal Note - Pending,Completed,Pending,30,Outreach
TSK002421,2025-08-07,USR000009,Lead,LED004126,Demo,Demo - Left Voicemail,Open,Left Voicemail,15,Salesforce
TSK010072,2026-04-29,USR000009,Lead,LED003673,Follow-up,Follow-up - Pending,Open,Pending,10,Manual
TSK000589,2026-03-11,USR000002,Contact,CON001331,Follow-up,Follow-up - Replied,Completed,Replied,60,Outreach
TSK007987,2025-02-09,USR000016,Lead,LED002114,LinkedIn Touch,LinkedIn Touch - Completed,Open,Completed,45,HubSpot
TSK000199,2025-11-18,USR000022,Lead,LED000372,Call,Call - Completed,Completed,Completed,5,Salesforce
TSK004649,2025-12-12,USR000010,Lead,LED000193,Call,Call - Left Voicemail,Completed,Left Voicemail,10,Outreach
TSK012293,2025-05-05,USR000008,Opportunity,OPP000668,LinkedIn Touch,LinkedIn Touch - No Response,Completed,No Response,10,HubSpot
TSK014031,2025-11-13,USR000016,Lead,LED003812,Email,Email - Sent,Completed,Sent,60,Outreach
TSK001644,2026-04-28,USR000014,Contact,CON002898,Email,Email - Opened,Completed,Opened,20,HubSpot
TSK009451,2026-05-15,USR000004,Lead,LED002342,Call,Call - Connected,Completed,Connected,30,HubSpot
TSK009691,2026-02-22,USR000027,Lead,LED002477,Follow-up,Follow-up - Completed,Completed,Completed,20,HubSpot
TSK013162,2026-03-14,USR000027,Lead,LED003314,Follow-up,Follow-up - Pending,Completed,Pending,45,Outreach
TSK014102,2025-07-25,USR000019,Lead,LED003505,Email,Email - Sent,Completed,Sent,30,Gong
TSK004205,2025-07-22,USR000021,Lead,LED000362,Call,Call - Completed,Completed,Completed,45,HubSpot
TSK002891,2025-08-17,USR000016,Lead,LED002168,Email,Email - Sent,Completed,Sent,60,Outreach
TSK002867,2025-07-06,USR000025,Lead,LED001442,Follow-up,Follow-up - Replied,Completed,Replied,10,Manual
TSK012347,2026-03-03,USR000007,Contact,CON002574,LinkedIn Touch,LinkedIn Touch - Completed,Completed,Completed,10,Salesforce
TSK001661,2025-04-21,USR000017,Lead,LED000130,Email,Email - Opened,Completed,Opened,30,HubSpot
TSK008186,2026-01-22,USR000006,Lead,LED003165,Call,Call - No Show,Completed,No Show,15,Gong
TSK009218,2026-02-03,USR000018,Contact,CON001920,Call,Call - Left Voicemail,Completed,Left Voicemail,20,Outreach
TSK009698,2025-10-02,USR000006,Opportunity,OPP000529,Follow-up,Follow-up - Completed,Open,Completed,15,Manual
TSK008805,2026-02-27,USR000006,Opportunity,OPP000446,LinkedIn Touch,LinkedIn Touch - Replied,Completed,Replied,15,Salesforce
TSK000722,2025-04-27,USR000016,Opportunity,OPP001288,Email,Email - Sent,Completed,Sent,10,Gong
TSK009430,2025-05-24,USR000023,Opportunity,OPP001604,Call,Call - Completed,Completed,Completed,15,Salesforce
TSK013463,2025-07-23,USR000023,Lead,LED002583,Demo,Demo - No Show,Completed,No Show,20,HubSpot
TSK007240,2025-12-10,USR000003,Contact,CON001414,Call,Call - Left Voicemail,Completed,Left Voicemail,15,HubSpot
TSK010161,2026-01-15,USR000011,Contact,CON002485,Call,Call - Connected,Open,Connected,20,Outreach
TSK007388,2026-04-16,USR000023,Opportunity,OPP001620,Call,Call - Completed,Completed,Completed,20,HubSpot
TSK003653,2026-01-03,USR000012,Contact,CON000787,Email,Email - Opened,Completed,Opened,45,Gong
TSK010640,2025-03-22,USR000025,Contact,CON000062,Meeting,Meeting - Connected,Completed,Connected,15,HubSpot
TSK013205,2025-08-27,USR000020,Lead,LED000997,Demo,Demo - No Show,Completed,No Show,20,HubSpot
TSK003832,2025-02-16,USR000004,Contact,CON001812,Email,Email - Opened,Completed,Opened,15,Salesforce
TSK001263,2025-12-01,USR000009,Contact,CON002307,Meeting,Meeting - No Show,Completed,No Show,5,Gong
TSK012649,2025-06-21,USR000008,Contact,CON000527,Follow-up,Follow-up - Replied,Completed,Replied,45,Manual
TSK002586,2025-07-07,USR000002,Contact,CON000956,LinkedIn Touch,LinkedIn Touch - No Response,Completed,No Response,45,Gong
TSK003483,2025-12-19,USR000002,Lead,LED002441,Follow-up,Follow-up - No Response,Open,No Response,30,HubSpot
TSK013074,2025-06-18,USR000022,Lead,LED002265,Email,Email - Opened,Open,Opened,30,Outreach
TSK004404,2026-01-18,USR000026,Lead,LED002906,Email,Email - Clicked,Completed,Clicked,15,Gong
TSK009144,2026-05-07,USR000017,Lead,LED001288,Call,Call - Left Voicemail,Completed,Left Voicemail,10,HubSpot
TSK005282,2025-06-14,USR000011,Opportunity,OPP000928,Email,Email - Opened,Completed,Opened,30,Gong
TSK012446,2025-08-06,USR000015,Contact,CON002246,Call,Call - Connected,Open,Connected,30,Salesforce
TSK001493,2026-05-05,USR000021,Contact,CON002591,Call,Call - Completed,Open,Completed,5,Gong
TSK002609,2025-10-21,USR000022,Contact,CON003384,Follow-up,Follow-up - Pending,Completed,Pending,10,Salesforce
TSK007595,2025-12-30,USR000014,Contact,CON001690,Follow-up,Follow-up - Pending,Completed,Pending,10,Manual
TSK011245,2025-01-27,USR000017,Lead,LED000951,LinkedIn Touch,LinkedIn Touch - Completed,Completed,Completed,20,Gong
TSK006313,2026-05-03,USR000012,Lead,LED002230,Email,Email - Sent,Completed,Sent,5,HubSpot
TSK010022,2026-06-02,USR000027,Contact,CON002812,LinkedIn Touch,LinkedIn Touch - Pending,Completed,Pending,15,Salesforce
TSK013590,2025-01-03,USR000008,Lead,LED000752,Demo,Demo - Rescheduled,Completed,Rescheduled,15,Salesforce
TSK006902,2025-12-16,USR000003,Lead,LED001514,Follow-up,Follow-up - Completed,Completed,Completed,30,Manual
TSK003604,2026-05-22,USR000027,Lead,LED002458,Meeting,Meeting - Completed,Completed,Completed,5,Manual
TSK001147,2025-02-22,USR000002,Contact,CON001871,LinkedIn Touch,LinkedIn Touch - Replied,Completed,Replied,10,Outreach
TSK011860,2025-07-24,USR000001,Opportunity,OPP000963,Email,Email - Replied,Open,Replied,60,Gong
TSK010246,2026-01-01,USR000001,Lead,LED002598,Call,Call - Rescheduled,Open,Rescheduled,5,Salesforce
TSK003763,2025-03-13,USR000023,Contact,CON001304,Demo,Demo - Completed,Completed,Completed,10,Gong
TSK002381,2025-07-16,USR000020,Contact,CON000062,LinkedIn Touch,LinkedIn Touch - Completed,Completed,Completed,15,Salesforce
TSK009740,2025-08-28,USR000028,Opportunity,OPP000446,Call,Call - Completed,Open,Completed,10,Manual
TSK006356,2025-03-26,USR000003,Lead,LED000389,LinkedIn Touch,LinkedIn Touch - No Response,Completed,No Response,60,Manual
TSK011364,2025-04-17,USR000009,Lead,LED003803,Email,Email - Replied,Completed,Replied,30,Outreach
TSK003753,2025-07-08,USR000009,Contact,CON001989,Call,Call - Completed,Completed,Completed,15,Salesforce
TSK013428,2025-03-19,USR000017,Contact,CON001755,Follow-up,Follow-up - No Response,Completed,No Response,15,HubSpot
TSK003276,2025-05-15,USR000024,Lead,LED002906,Email,Email - Opened,Completed,Opened,5,HubSpot
TSK005105,2025-10-12,USR000016,Contact,CON003126,LinkedIn Touch,LinkedIn Touch - No Response,Completed,No Response,30,Gong
TSK002383,2025-01-02,USR000027,Lead,LED004102,Follow-up,Follow-up - Pending,Completed,Pending,30,Salesforce
TSK006291,2025-10-08,USR000010,Contact,CON003126,Call,Call - Connected,Completed,Connected,15,Gong
TSK006660,2026-05-28,USR000018,Opportunity,OPP001371,Call,Call - Completed,Open,Completed,20,Gong
TSK001720,2025-03-28,USR000027,Opportunity,OPP001083,Call,Call - Left Voicemail,Completed,Left Voicemail,5,Gong
TSK001468,2026-06-20,USR000014,Contact,CON001461,Call,Call - No Show,Completed,No Show,30,HubSpot
TSK011706,2025-06-01,USR000027,Lead,LED002137,Follow-up,Follow-up - Completed,Open,Completed,10,Gong
TSK006231,2025-07-22,USR000011,Contact,CON000588,Call,Call - Connected,Completed,Connected,15,Gong
TSK013567,2025-09-16,USR000025,Lead,LED001686,Call,Call - Connected,Completed,Connected,15,Outreach
TSK007146,2025-03-20,USR000028,Lead,LED001503,Email,Email - Sent,Completed,Sent,15,Salesforce
TSK004712,2025-05-13,USR000013,Opportunity,OPP001207,Meeting,Meeting - Connected,Completed,Connected,30,Outreach
TSK009678,2026-06-30,USR000010,Lead,LED000136,Email,Email - Bounced,Completed,Bounced,20,HubSpot
TSK005375,2025-02-06,USR000022,Lead,LED002937,Follow-up,Follow-up - No Response,Completed,No Response,5,HubSpot
TSK007576,2025-09-22,USR000017,Lead,LED002609,Call,Call - Connected,Completed,Connected,10,Salesforce
TSK010481,2025-09-14,USR000020,Lead,LED003898,Call,Call - Left Voicemail,Completed,Left Voicemail,15,HubSpot
TSK002083,2025-07-01,USR000026,Contact,CON000304,LinkedIn Touch,LinkedIn Touch - Completed,Open,Completed,45,Salesforce
TSK009008,2026-01-27,USR000012,Opportunity,OPP001068,Call,Call - Connected,Open,Connected,45,Salesforce
TSK008846,2025-09-21,USR000014,Contact,CON002229,Call,Call - Completed,Completed,Completed,15,Gong
TSK005763,2025-02-10,USR000016,Lead,LED000371,Call,Call - Rescheduled,Completed,Rescheduled,20,Manual
TSK003456,2025-06-13,USR000001,Opportunity,OPP001104,LinkedIn Touch,LinkedIn Touch - Completed,Completed,Completed,10,Gong
TSK011451,2025-12-14,USR000027,Lead,LED000761,Meeting,Meeting - Connected,Completed,Connected,30,Salesforce
TSK000599,2025-11-05,USR000001,Lead,LED001434,Call,Call - Left Voicemail,Completed,Left Voicemail,15,Salesforce
TSK004579,2025-04-16,USR000028,Contact,CON002290,Meeting,Meeting - Connected,Completed,Connected,15,HubSpot
TSK008667,2025-02-28,USR000007,Lead,LED001232,Email,Email - Bounced,Completed,Bounced,15,Outreach
TSK003488,2026-01-16,USR000002,Contact,CON001347,Email,Email - Sent,Completed,Sent,30,Salesforce
TSK007892,2025-01-01,USR000021,Opportunity,OPP000234,Call,Call - Connected,Completed,Connected,5,HubSpot
TSK001799,2025-03-05,USR000009,Opportunity,OPP000522,Email,Email - Sent,Completed,Sent,45,Gong
TSK000380,2026-03-16,USR000026,Contact,CON000835,Email,Email - Opened,Completed,Opened,45,Outreach
TSK008288,2025-10-28,USR000016,Contact,CON001981,Follow-up,Follow-up - Replied,Completed,Replied,5,Outreach
TSK008092,2025-05-03,USR000011,Contact,CON000647,Email,Email - Replied,Completed,Replied,5,Salesforce
TSK013123,2025-04-30,USR000012,Lead,LED000389,Meeting,Meeting - Completed,Completed,Completed,60,Manual
TSK008820,2025-07-18,USR000013,Opportunity,OPP000378,Call,Call - Completed,Completed,Completed,30,Outreach
TSK000812,2025-03-04,USR000017,Lead,LED002028,Meeting,Meeting - Left Voicemail,Open,Left Voicemail,10,HubSpot
TSK009109,2025-09-09,USR000011,Opportunity,OPP001548,Email,Email - Sent,Completed,Sent,30,Salesforce
TSK010926,2026-02-17,USR000019,Contact,CON001991,Call,Call - Connected,Open,Connected,5,Salesforce
TSK010177,2025-03-30,USR000023,Contact,CON001258,Email,Email - Sent,Completed,Sent,10,Manual
TSK001021,2026-05-29,USR000017,Opportunity,OPP001019,Call,Call - Connected,Open,Connected,15,Manual
TSK001020,2026-06-12,USR000017,Contact,CON003262,Call,Call - Completed,Completed,Completed,5,Salesforce
TSK003319,2025-07-13,USR000018,Opportunity,OPP000566,Internal Note,Internal Note - Pending,Completed,Pending,45,Salesforce
TSK002554,2026-06-11,USR000022,Contact,CON000334,Call,Call - Connected,Completed,Connected,20,Manual
TSK007192,2025-05-04,USR000020,Opportunity,OPP000916,Internal Note,Internal Note - No Response,Completed,No Response,20,Manual
TSK004253,2026-04-04,USR000011,Contact,CON002169,Follow-up,Follow-up - No Response,Completed,No Response,10,Gong
TSK000444,2026-01-08,USR000017,Contact,CON000109,Call,Call - Connected,Completed,Connected,15,Salesforce
TSK013757,2026-05-29,USR000010,Contact,CON000189,Demo,Demo - Completed,Completed,Completed,5,Gong
TSK006290,2025-01-28,USR000001,Lead,LED001646,LinkedIn Touch,LinkedIn Touch - No Response,Completed,No Response,20,Outreach
TSK012695,2025-12-03,USR000003,Contact,CON000957,Email,Email - Sent,Completed,Sent,10,Outreach
TSK005121,2026-01-09,USR000020,Opportunity,OPP000290,LinkedIn Touch,LinkedIn Touch - Replied,Completed,Replied,45,Gong
TSK010928,2025-08-26,USR000012,Lead,LED002919,Demo,Demo - Left Voicemail,Completed,Left Voicemail,5,Outreach
TSK010218,2025-07-04,USR000005,Opportunity,OPP001386,Call,Call - Connected,Completed,Connected,20,Manual
TSK012508,2025-09-07,USR000012,Opportunity,OPP000009,Call,Call - Left Voicemail,Completed,Left Voicemail,30,Gong
TSK006350,2025-05-14,USR000019,Contact,CON002923,Call,Call - Completed,Completed,Completed,30,Gong
TSK000423,2026-04-28,USR000013,Lead,LED003313,Demo,Demo - No Show,Completed,No Show,30,Salesforce
TSK008845,2025-10-29,USR000011,Opportunity,OPP000170,Follow-up,Follow-up - Completed,Completed,Completed,15,Salesforce
TSK000266,2026-01-01,USR000011,Opportunity,OPP001296,Follow-up,Follow-up - Pending,Completed,Pending,10,HubSpot
TSK011663,2026-03-15,USR000015,Lead,LED003431,Demo,Demo - Completed,Completed,Completed,5,Gong
TSK010638,2025-11-07,USR000024,Opportunity,OPP001275,Meeting,Meeting - Left Voicemail,Completed,Left Voicemail,10,Outreach
TSK012273,2025-08-20,USR000009,Lead,LED001698,Email,Email - Replied,Completed,Replied,20,Outreach
TSK012303,2025-08-19,USR000010,Opportunity,OPP001148,Email,Email - Sent,Completed,Sent,45,Gong
TSK003791,2026-06-21,USR000003,Contact,CON002581,Call,Call - No Show,Completed,No Show,10,HubSpot
TSK014194,2025-06-07,USR000019,Opportunity,OPP001122,Follow-up,Follow-up - No Response,Completed,No Response,15,Manual
TSK001046,2026-05-27,USR000016,Lead,LED000762,Call,Call - Connected,Completed,Connected,20,Manual
TSK005259,2026-04-15,USR000005,Lead,LED003980,Follow-up,Follow-up - Completed,Completed,Completed,5,Manual
TSK011062,2026-06-03,USR000026,Contact,CON001353,Call,Call - Left Voicemail,Completed,Left Voicemail,20,Salesforce
TSK007925,2026-06-08,USR000007,Contact,CON003553,Demo,Demo - Completed,Completed,Completed,15,Outreach
TSK009971,2025-01-16,USR000022,Opportunity,OPP000748,LinkedIn Touch,LinkedIn Touch - Completed,Completed,Completed,20,Manual
TSK013271,2026-02-23,USR000011,Lead,LED003238,Follow-up,Follow-up - Completed,Completed,Completed,15,Salesforce
TSK007824,2025-11-24,USR000004,Lead,LED002612,Meeting,Meeting - Completed,Completed,Completed,5,Outreach
TSK006464,2026-05-04,USR000005,Opportunity,OPP000460,Email,Email - Sent,Completed,Sent,5,Gong
TSK013445,2025-06-11,USR000022,Lead,LED002926,Email,Email - Opened,Completed,Opened,5,Outreach
TSK002628,2025-08-21,USR000019,Lead,LED001272,LinkedIn Touch,LinkedIn Touch - No Response,Completed,No Response,60,Salesforce
TSK006424,2026-01-31,USR000003,Lead,LED004173,Email,Email - Clicked,Completed,Clicked,20,Gong
TSK003589,2025-01-03,USR000009,Opportunity,OPP000334,Email,Email - Clicked,Completed,Clicked,10,Salesforce
TSK008268,2025-11-26,USR000009,Opportunity,OPP001408,Call,Call - Rescheduled,Open,Rescheduled,45,HubSpot
TSK014050,2026-02-20,USR000013,Lead,LED000002,Call,Call - Connected,Completed,Connected,5,Salesforce
TSK005637,2026-05-31,USR000010,Opportunity,OPP001013,Email,Email - Sent,Completed,Sent,30,Gong
TSK010702,2026-06-01,USR000016,Opportunity,OPP000941,Meeting,Meeting - Completed,Completed,Completed,20,Salesforce
TSK000664,2025-09-25,USR000005,Contact,CON001671,Follow-up,Follow-up - No Response,Completed,No Response,30,Outreach
TSK002544,2026-06-27,USR000013,Opportunity,OPP001486,Demo,Demo - Connected,Completed,Connected,20,Outreach
TSK007492,2026-04-16,USR000021,Contact,CON002629,Follow-up,Follow-up - Pending,Completed,Pending,20,Gong
TSK000740,2025-08-03,USR000022,Lead,LED003922,Email,Email - Opened,Open,Opened,30,Salesforce
TSK011849,2026-06-27,USR000016,Opportunity,OPP000892,Meeting,Meeting - Connected,Completed,Connected,10,Gong
TSK006158,2025-02-15,USR000012,Lead,LED003314,Demo,Demo - Connected,Completed,Connected,60,Outreach
TSK010821,2025-01-30,USR000003,Lead,LED002012,Internal Note,Internal Note - No Response,Completed,No Response,20,Gong
TSK014184,2026-02-18,USR000020,Opportunity,OPP000772,Follow-up,Follow-up - Replied,Completed,Replied,20,Gong
TSK001397,2025-05-14,USR000024,Contact,CON003416,Follow-up,Follow-up - No Response,Completed,No Response,10,Outreach
TSK003958,2025-03-24,USR000013,Opportunity,OPP000450,Call,Call - Completed,Completed,Completed,10,Salesforce
TSK013652,2026-04-08,USR000022,Contact,CON002082,LinkedIn Touch,LinkedIn Touch - Replied,Completed,Replied,10,Gong
TSK004495,2026-02-09,USR000002,Contact,CON000735,Email,Email - Sent,Completed,Sent,10,Gong
TSK013049,2025-02-13,USR000018,Lead,LED001142,Email,Email - Clicked,Completed,Clicked,15,Salesforce
TSK000081,2025-09-05,USR000028,Lead,LED002264,Follow-up,Follow-up - No Response,Completed,No Response,30,Gong
TSK008788,2025-03-04,USR000012,Contact,CON002115,Email,Email - Opened,Open,Opened,20,Gong
TSK007267,2025-10-15,USR000023,Contact,CON001993,Follow-up,Follow-up - Pending,Completed,Pending,45,Salesforce
TSK008355,2026-03-09,USR000006,Contact,CON001817,Email,Email - Replied,Completed,Replied,60,Gong
TSK010776,2026-02-02,USR000011,Opportunity,OPP001429,Call,Call - No Show,Completed,No Show,20,Outreach
TSK009684,2026-04-18,USR000025,Opportunity,OPP001122,Call,Call - Completed,Completed,Completed,45,Salesforce
TSK003469,2026-02-18,USR000027,Lead,LED000002,Email,Email - Sent,Open,Sent,15,Manual
TSK004772,2025-02-28,USR000026,Contact,CON000611,Call,Call - No Show,Open,No Show,30,Outreach
TSK005409,2026-01-10,USR000024,Contact,CON001621,Email,Email - Clicked,Completed,Clicked,30,HubSpot
TSK012021,2025-12-04,USR000018,Lead,LED000850,Follow-up,Follow-up - Completed,Completed,Completed,15,Outreach
TSK009773,2025-04-04,USR000028,Lead,LED003431,Follow-up,Follow-up - Completed,Completed,Completed,20,HubSpot
